Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Valor Imposto Cobrado (sumarizado);Zona Uso ITBI;Data Inclusao Transacao
AVE JOAO PINHEIRO 85 - BLOCO A APT 902 - BOA VIAGEM - 30130-183 - BELO HORIZONTE - MG;BOA VIAGEM;1962;1557;130;130;P3;0,008181;AP;RESIDENCIAL;520000;15600;ZHIP;15/12/2021 00:00
AVE JOAO ROLLA FILHO 345 - APT 402 - DIAMANTE - 30627-230 - BELO HORIZONTE - MG;DIAMANTE;2013;719,46;87,06;87,06;P3;0,040857;AP;RESIDENCIAL;195000;5850;ZAP;07/12/2021 10:26
AVE JOAQUIM JOSE DINIZ 20 - APT 602 BLOCO 1 - DOM JOAQUIM - 31910-520 - BELO HORIZONTE - MG;DOM JOAQUIM;2011;12863,92;85,66;85,66;P4;0,002778;AP;RESIDENCIAL;320000;9600;ZAP;06/12/2021 10:27
AVE JOAQUIM JOSE DINIZ 20 - APT 801 BLOCO BLOCO 1 - DOM JOAQUIM - 31910-520 - BELO HORIZONTE - MG;DOM JOAQUIM;2011;12863,92;86,19;86,19;P4;0,002795;AP;RESIDENCIAL;300000;9000;ZAP;10/12/2021 17:23
AVE JOSE CANDIDO DA SILVEIRA 440 - APT 301 - SAGRADA FAMILIA - 31035-572 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2007;780;149,13;149,13;P4;0,04967;AP;RESIDENCIAL;571391,6;17141,74;ZAP;02/12/2021 09:36
AVE JOSE DE OLIVEIRA VAZ 203 - APT 804 BLOCO 4 - BURITIS - 30575-855 - BELO HORIZONTE - MG;BURITIS;2016;11727,79;128,2;128,2;P4;0,00399;AP;RESIDENCIAL;616000;18480;ZAR2;09/12/2021 17:20
AVE JOSE DE PATROCINIO PONTES 1020 - MANGABEIRAS - 30210-090 - BELO HORIZONTE - MG;MANGABEIRAS;1981;488;377;377;P4;1;CA;RESIDENCIAL;2840000;85200;ZP2;16/12/2021 17:03
AVE LUIZ PAULO FRANCO 434 - APT 304 - BELVEDERE - 30320-570 - BELO HORIZONTE - MG;BELVEDERE;2000;1584;118,64;118,64;P4;0,013858;AP;RESIDENCIAL;565000;16950;ZP3;02/12/2021 12:40
AVE LUIZ PAULO FRANCO 447 - LOJA 05 SUBSL 5º - BELVEDERE - 30320-570 - BELO HORIZONTE - MG;BELVEDERE;2000;2112;136,45;136,45;P3;0,009151;LJ;NAO RESIDENCIAL;738876,75;22166,3;ZP3;21/12/2021 17:22
AVE MAGENTA 250 - APT 202 BLOCO 3 - VITORIA - 31970-745 - BELO HORIZONTE - MG;VITORIA;2010;14843,99;60,91;60,91;P3;0,004832;AP;RESIDENCIAL;150000;4500;ZAR2;21/12/2021 16:59
AVE MARIA JULIA DE LIMA 86 - BETANIA - 30590-030 - BELO HORIZONTE - MG;BETANIA;1989;220;166,6;166,6;P3;1;CA;RESIDENCIAL;550000;16500;ZAP;01/12/2021 17:55
AVE MEM DE SA 700 - APT 1103 - SANTA EFIGENIA - 30260-270 - BELO HORIZONTE - MG;SANTA EFIGENIA;1977;2500;96,92;96,92;P3;0,01198;AP;RESIDENCIAL;334313,53;10029,4;ZA;21/12/2021 11:22
AVE MENELICK DE CARVALHO 1150 - BLOCO 1 APT 301 - FLAVIO MARQUES LISBOA - 30624-000 - BELO HORIZONTE - MG;FLAVIO MARQUES LISBOA;2005;3378;51,72;51,72;P3;0,00972;AP;RESIDENCIAL;172745,21;5182,35;ZAP;07/12/2021 16:49
AVE MIGUEL PERRELA 199 - APT 403 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2003;420;86,27;86,27;P3;0,07087;AP;RESIDENCIAL;258283,75;7748,51;ZAR2;30/12/2021 15:48
AVE MIGUEL PERRELA 533 - APT 603 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2005;840;227,49;227,49;P4;0,083591;AP;RESIDENCIAL;1150000;34500;ZAR2;14/12/2021 15:36
AVE MIGUEL PERRELA 766 - APT 404 BLOCO 2 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2012;3666,81;72,43;72,43;P3;0,007908;AP;RESIDENCIAL;245000;7350;ZAR2;13/12/2021 14:59
AVE MIGUEL PERRELA 803 - CASA 27 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2007;10805,88;81,08;81,08;P3;0,011881;CA;RESIDENCIAL;440000;13200;ZAR2;14/12/2021 15:33
AVE MIGUEL PERRELA 910 - APT 204 BLOCO 2 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2012;5252,97;76,42;76,42;P4;0,005971;AP;RESIDENCIAL;370000;11100;ZAR2;20/12/2021 09:42
AVE MIGUEL PERRELA 910 - APT 602 BLOCO 4 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2012;5252,97;80,47;80,47;P4;0,006288;AP;RESIDENCIAL;260000;7800;ZAR2;13/12/2021 10:10
AVE MIGUEL PERRELA 910 - APT 703 BLOCO 4 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2012;5252,97;77,67;310,68;P4;0,006069;AP;RESIDENCIAL;310000;18600;ZAR2;28/12/2021 09:51
AVE MIGUEL PERRELA 975 - APT 1205 BLOCO 2 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2016;18716,18;58,86;58,86;P3;0,001554;AP;RESIDENCIAL;270000;8100;ZAR2;13/12/2021 14:11
AVE MIGUEL PERRELA 975 - APT 201 BLOCO 2 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2016;18716,18;59,95;59,95;P3;0,001583;AP;RESIDENCIAL;253000;7590;ZAR2;02/12/2021 00:00
AVE MIGUEL PERRELA 975 - APT 405 BLOCO 5 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2016;18716,18;63,82;63,82;P3;0,001685;AP;RESIDENCIAL;239976,82;7199,3;ZAR2;17/12/2021 13:25
AVE NOSSA SENHORA DO CARMO 1825 - BLOCO B APT 1202 - SION - 30320-000 - BELO HORIZONTE - MG;SION;1981;2920;93;372;P3;0,008708;AP;RESIDENCIAL;300000;18000;ZA;28/12/2021 09:38
AVE NOSSA SENHORA DO CARMO 45 - SALA 204 - CARMO - 30310-000 - BELO HORIZONTE - MG;CARMO;1993;680;41,41;41,41;P4;0,00984;SL;NAO RESIDENCIAL;169208,46;5076,25;ZA;29/12/2021 00:00
AVE OLEGARIO MACIEL 742 - PAVMTO 2 LOJA 2190 CORRED IL - CENTRO - 30180-114 - BELO HORIZONTE - MG;CENTRO;1966;10274;15,85;15,85;P1;0,000482;LJ;NAO RESIDENCIAL;70000;2100;ZHIP;06/12/2021 10:41
AVE OLINTO MEIRELES 610 - BARREIRO - 30640-010 - BELO HORIZONTE - MG;BARREIRO;1970;360;360;360;P1;1;GP;NAO RESIDENCIAL;706320;21189,6;ZCBA;13/12/2021 17:20
AVE OTACILIO NEGRAO DE LIMA 1624 - APT 128 - SAO LUIZ - 31275-042 - BELO HORIZONTE - MG;SAO LUIZ;2014;4083,27;32,62;32,62;P3;0,005591;AP;RESIDENCIAL;181628,16;5448,84;ZP2;09/12/2021 16:56
AVE OTACILIO NEGRAO DE LIMA 1624 - APT 325 - SAO LUIZ - 31275-042 - BELO HORIZONTE - MG;SAO LUIZ;2014;4083,27;33,76;33,76;P3;0,005787;AP;RESIDENCIAL;187975,68;5639,27;ZP2;06/12/2021 18:31
AVE PARANA 75 - CENTRO - 30120-023 - BELO HORIZONTE - MG;CENTRO;1976;480;960;960;P3;1;LJ;NAO RESIDENCIAL;8000000;240000;ZHIP;23/12/2021 13:37
AVE PASTEUR 89 - SALA 1610 - SANTA EFIGENIA - 30150-290 - BELO HORIZONTE - MG;SANTA EFIGENIA;1995;936;50,33;50,33;P4;0,006474;SL;NAO RESIDENCIAL;231920,64;6957,61;ZCBH;07/12/2021 09:50
AVE PAULO CAMILO PENA 585 - APT 1002 - BELVEDERE - 30320-380 - BELO HORIZONTE - MG;BELVEDERE;2000;3468,75;319,95;319,95;P5;0,02653;AP;RESIDENCIAL;2030000;60900;ZP3;01/12/2021 17:38
AVE PERIMETRAL 2370 - CASA 22 BLOCO 11 - DISTRITO INDUSTRIAL DO JATOBA - 30668-277 - BELO HORIZONTE - MG;DISTRITO INDUSTRIAL DO JATOBA;2010;24945,31;43,71;174,84;P3;0,006143;CA;RESIDENCIAL;145000;8700;ZE;28/12/2021 13:38
AVE PETROLINA 795 - BLOCO 2 APT 603 - SAGRADA FAMILIA - 31030-370 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2003;1624,34;66,6;66,6;P3;0,01964;AP;RESIDENCIAL;274181,54;8225,44;ZAP;15/12/2021 15:48
AVE PORTUGAL 5200 - APT 101 BLOCO 8 - SAO TOMAZ - 31741-132 - BELO HORIZONTE - MG;SAO TOMAZ;2011;6500;50,43;201,72;P3;0,005581;AP;RESIDENCIAL;195000;11700;ZAP;27/12/2021 00:00
AVE PORTUGAL 5200 - APT 301 BLOCO 1 - SAO TOMAZ - 31741-132 - BELO HORIZONTE - MG;SAO TOMAZ;2011;6500;53,02;53,02;P3;0,005867;AP;RESIDENCIAL;184509,6;5535,28;ZAP;21/12/2021 13:51
AVE PRESIDENTE 846 - CASA 1 - COPACABANA - 31550-100 - BELO HORIZONTE - MG;COPACABANA;2009;466,5;64,22;64,22;P3;0,196094;CA;RESIDENCIAL;480000;14400;ZAR2;06/12/2021 00:00
AVE PRESIDENTE ANTONIO CARLOS 1197 - BLOCO 8 APT 410 - SAO CRISTOVAO - 31210-697 - BELO HORIZONTE - MG;SAO CRISTOVAO;1948;16221,6;72,5;72,5;P2;0,001027;AP;RESIDENCIAL;150809,06;4524,27;ZAR2;29/12/2021 00:00
AVE PRESIDENTE TANCREDO NEVES 2640 - GARAGE VC 76 PAVMTO 4º - PAQUETA - 31330-472 - BELO HORIZONTE - MG;PAQUETA;2021;6505,42;14,38;14,38;P4;0,00115;VC;NAO RESIDENCIAL;51624,2;1548,72;ZAR2;15/12/2021 12:52
AVE PRESIDENTE TANCREDO NEVES 2640 - SALA SL 1201 - PAQUETA - 31330-472 - BELO HORIZONTE - MG;PAQUETA;2021;6505,42;70,26;70,26;P4;0,00562;SL;NAO RESIDENCIAL;294054,32;8821,62;ZAR2;15/12/2021 12:45
AVE PRESIDENTE TANCREDO NEVES 2640 - SALA SL 1203 - PAQUETA - 31330-472 - BELO HORIZONTE - MG;PAQUETA;2021;6505,42;55,38;55,38;P4;0,00443;SL;NAO RESIDENCIAL;259319,04;7779,57;ZAR2;15/12/2021 12:49
AVE PRESIDENTE TANCREDO NEVES 2640 - SALA SL 807 - PAQUETA - 31330-472 - BELO HORIZONTE - MG;PAQUETA;2021;6505,42;55,26;55,26;P4;0,00442;SL;NAO RESIDENCIAL;222145,2;6664,35;ZAR2;20/12/2021 14:20
AVE PRESIDENTE TANCREDO NEVES 2640 - SALA SL 809 - PAQUETA - 31330-472 - BELO HORIZONTE - MG;PAQUETA;2021;6505,42;62,26;62,26;P4;0,00498;SL;NAO RESIDENCIAL;250285,2;7508,55;ZAR2;20/12/2021 14:21
AVE PROFESSOR CANDIDO HOLANDA 70 - APT 508 - VILA PARIS - 30350-340 - BELO HORIZONTE - MG;VILA PARIS;1981;1869;165;165;P3;0,0182;AP;RESIDENCIAL;720000;21600;ZAR1;07/12/2021 16:09
AVE PROFESSOR CLOVIS SALGADO 1725 - APT 301 BLOCO C4 - SANTA TEREZINHA - 31360-280 - BELO HORIZONTE - MG;SANTA TEREZINHA;1982;69958,44;69;69;P2;0,001042;AP;RESIDENCIAL;165000;4950;ZAP;23/12/2021 00:00
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 1008 BLOCO 1 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2021;6109,62;67,82;67,82;P3;0,006143;AP;RESIDENCIAL;236500;7095;ZAP;22/12/2021 00:00
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 104 BLOCO 2 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2021;6109,62;57,25;57,25;P3;0,005186;AP;RESIDENCIAL;211672,02;6350,16;ZAP;21/12/2021 14:29
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 1102 BLOCO 1 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2021;6109,62;67,82;67,82;P3;0,006143;AP;RESIDENCIAL;243035;7291,05;ZAP;22/12/2021 00:00
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 1202 BLOCO 1 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2021;6109,62;67,82;67,82;P3;0,006143;AP;RESIDENCIAL;244389,19;7331,67;ZAP;22/12/2021 00:00
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 1203 BLOCO 1 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2021;6109,62;57,25;57,25;P3;0,005186;AP;RESIDENCIAL;216604,52;6498,13;ZAP;10/12/2021 09:04
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 305 BLOCO 1 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2021;6109,62;57,25;57,25;P3;0,005186;AP;RESIDENCIAL;210000;6300;ZAP;29/12/2021 00:00
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 501 BLOCO 1 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2021;6109,62;62,8;62,8;P3;0,005688;AP;RESIDENCIAL;225000;6750;ZAP;06/12/2021 12:21
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 501 BLOCO 2 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2021;6109,62;65,31;65,31;P3;0,005916;AP;RESIDENCIAL;229535;6886,05;ZAP;10/12/2021 10:15
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 505 BLOCO 1 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2021;6109,62;57,25;57,25;P3;0,005186;AP;RESIDENCIAL;211931,02;6357,93;ZAP;23/12/2021 16:30
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 605 BLOCO 1 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2021;6109,62;57,25;57,25;P3;0,005186;AP;RESIDENCIAL;210000;6300;ZAP;06/12/2021 12:18
AVE PROFESSOR CLOVIS SALGADO 747 - APT 101 BLOCO 02 - BANDEIRANTES - 31365-440 - BELO HORIZONTE - MG;BANDEIRANTES;2019;21921,89;51,32;51,32;P3;0,002372;AP;RESIDENCIAL;222849,46;6685,48;ZAP;04/12/2021 00:00
AVE PROFESSOR MAGALHAES PENIDO 443 - APT 801 - AEROPORTO - 31270-383 - BELO HORIZONTE - MG;AEROPORTO;1979;840;157,05;157,05;P3;0,05;AP;RESIDENCIAL;322455,06;9673,65;ZAP;14/12/2021 14:04
AVE PROFESSOR MARIO WERNECK 1321 - BLOCO B1 APT 403 - BURITIS - 30455-610 - BELO HORIZONTE - MG;BURITIS;2003;2571,25;139,78;139,78;P4;0,009006;AP;RESIDENCIAL;452000;13560;ZAR2;09/12/2021 14:28
AVE PROFESSOR MARIO WERNECK 1802 - APT 1404 - BURITIS - 30455-610 - BELO HORIZONTE - MG;BURITIS;2000;1828;132,86;132,86;P4;0,0138;AP;RESIDENCIAL;448620,56;13458,61;ZAR2;13/12/2021 00:00
AVE PROFESSOR MARIO WERNECK 2824 - LOJA 02 - BURITIS - 30575-180 - BELO HORIZONTE - MG;BURITIS;1999;500;34,97;34,97;P3;0,01139;LJ;NAO RESIDENCIAL;104696,68;3140,9;ZAR2;13/12/2021 13:28
AVE PROFESSOR MARIO WERNECK 2824 - LOJA 02 - BURITIS - 30575-180 - BELO HORIZONTE - MG;BURITIS;1999;500;34,97;34,97;P3;0,01139;LJ;NAO RESIDENCIAL;104696,68;3140,9;ZAR2;13/12/2021 14:07
AVE PRUDENTE DE MORAIS 1199 - SANTO ANTONIO - 30350-213 - BELO HORIZONTE - MG;SANTO ANTONIO;0;2039,66;0;0;TE;1;LV;TERRITORIAL;8413625;1766861,25;ZA;23/12/2021 00:00
AVE PRUDENTE DE MORAIS 1965 - APT 104 - SANTO ANTONIO - 30350-213 - BELO HORIZONTE - MG;SANTO ANTONIO;1978;3282,25;197,25;197,25;P4;0,011741;AP;RESIDENCIAL;736284,95;22088,54;ZA;16/12/2021 17:04
AVE PRUDENTE DE MORAIS 1965 - GARAGE 63 - SANTO ANTONIO - 30350-213 - BELO HORIZONTE - MG;SANTO ANTONIO;1978;3282,25;18,34;18,34;P4;0,001092;VR;RESIDENCIAL;100000;3000;ZA;16/12/2021 13:43
AVE RAJA GABAGLIA 1000 - SALA 612 - GUTIERREZ - 30441-070 - BELO HORIZONTE - MG;GUTIERREZ;1999;1549;38,59;38,59;P3;0,00457;SL;NAO RESIDENCIAL;117499,93;3524,99;ZA;14/12/2021 17:49
AVE RAJA GABAGLIA 1039 - LOJA 17 - LUXEMBURGO - 30380-403 - BELO HORIZONTE - MG;LUXEMBURGO;1993;2065;101,15;101,15;P3;0,00679;LJ;NAO RESIDENCIAL;500000;15000;ZAR2;22/12/2021 10:00
AVE RAJA GABAGLIA 1492 - GARAGE 1 NIVEL 3 - GUTIERREZ - 30441-194 - BELO HORIZONTE - MG;GUTIERREZ;1991;1200;22,6;22,6;P4;0,002984;VC;NAO RESIDENCIAL;44999,94;1349,99;ZA;15/12/2021 00:00
AVE RAJA GABAGLIA 1492 - SALA 501 - GUTIERREZ - 30441-194 - BELO HORIZONTE - MG;GUTIERREZ;1991;1200;60,48;60,48;P4;0,007984;SL;NAO RESIDENCIAL;223152,5;6694,57;ZA;15/12/2021 00:00
AVE RAJA GABAGLIA 1583 - APT 1104 - LUXEMBURGO - 30380-435 - BELO HORIZONTE - MG;LUXEMBURGO;2005;2034;83,75;83,75;P4;0,00579;AP;RESIDENCIAL;408553,44;12256,6;ZAR2;01/12/2021 00:00
AVE RAJA GABAGLIA 1583 - APT 601 - LUXEMBURGO - 30380-435 - BELO HORIZONTE - MG;LUXEMBURGO;2005;2034;89,06;89,06;P4;0,006158;AP;RESIDENCIAL;434456,95;13033,7;ZAR2;01/12/2021 00:00
AVE RAJA GABAGLIA 2000 - SALA 206 PAVMTO 2º BLOCO 2 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2016;24330,1;67,19;67,19;P5;0,00131;SL;NAO RESIDENCIAL;283508,21;8505,24;ZAR2;17/12/2021 14:56
AVE RAJA GABAGLIA 2000 - SALA 230 PAVMTO 2° BLOCO 1 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2016;24330,1;67,19;67,19;P5;0,00131;SL;NAO RESIDENCIAL;283508,21;8505,24;ZAR2;18/12/2021 08:45
AVE RAJA GABAGLIA 2000 - SALA 241 PAVMTO 2° BLOCO 1 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2016;24330,1;69,76;69,76;P5;0,00136;SL;NAO RESIDENCIAL;294352,32;8830,56;ZAR2;15/12/2021 11:10
AVE RAJA GABAGLIA 2000 - SALA 242 PAVMTO 2° BLOCO 1 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2016;24330,1;66,45;66,45;P5;0,001295;SL;NAO RESIDENCIAL;280385,78;8411,57;ZAR2;15/12/2021 11:38
AVE RAJA GABAGLIA 2000 - SALA 620 PAVMTO 6º BLOCO 2 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2016;24330,1;69,76;69,76;P5;0,00136;SL;NAO RESIDENCIAL;294352,32;8830,56;ZAR2;20/12/2021 12:35
AVE RIBEIRO DE PAIVA 870 - APT 301 - ALTO DOS PINHEIROS - 30530-170 - BELO HORIZONTE - MG;ALTO DOS PINHEIROS;2015;1095,07;72,14;72,14;P3;0,025776;AP;RESIDENCIAL;240000;7200;ZAR2;17/12/2021 15:11
AVE SARAMENHA 1826 - BLOCO 17 APT 401 - GUARANI - 31840-220 - BELO HORIZONTE - MG;GUARANI;1995;61172,29;61,72;61,72;P2;0,001165;AP;RESIDENCIAL;189992,92;5699,78;ZAR2;30/12/2021 00:00
AVE SENADOR JOSE AUGUSTO 110 - APT 402 BLOCO 4 - BURITIS - 30575-847 - BELO HORIZONTE - MG;BURITIS;2010;6855,09;56,65;56,65;P3;0,007033;AP;RESIDENCIAL;275000;8250;ZAR2;17/12/2021 12:46
AVE SENADOR JOSE AUGUSTO 260 - APT 602 BLOCO 1 - BURITIS - 30575-847 - BELO HORIZONTE - MG;BURITIS;2016;11727,79;197,92;197,92;P4;0,00616;AP;RESIDENCIAL;1200000;36000;ZAR2;06/12/2021 00:00
AVE SERRANA 8 - LOJA 34 - SERRANO - 30882-370 - BELO HORIZONTE - MG;SERRANO;2015;1541,59;44,44;44,44;P4;0,015416;LJ;NAO RESIDENCIAL;150000;4500;ZAP;10/12/2021 10:58
AVE SILVA LOBO 2280 - APT 307 BLOCO 14 - NOVA GRANADA - 30431-360 - BELO HORIZONTE - MG;NOVA GRANADA;2008;22215,66;81,13;81,13;P3;0,002486;AP;RESIDENCIAL;236629,13;7098,87;ZAP;10/12/2021 15:58
AVE SILVIANO BRANDAO 2138 - BLOCO 3 APT 303 - HORTO - 31015-015 - BELO HORIZONTE - MG;HORTO;2001;2170;85,68;171,36;P3;0,01333;AP;RESIDENCIAL;310000;18600;ZAP;21/12/2021 15:18
AVE SINFRONIO BROCHADO 261 - BARREIRO - 30640-000 - BELO HORIZONTE - MG;BARREIRO;2012;420;242,87;242,87;P3;1;LJ;NAO RESIDENCIAL;2902529,5;87075,88;ZCBA;16/12/2021 17:29
AVE VILARINHO 2900 - APT 104 BLOCO 02 - CENACULO - 31615-250 - BELO HORIZONTE - MG;CENACULO;2013;14492,94;53,66;53,66;P3;0,003323;AP;RESIDENCIAL;189911,33;5697,33;ZAP;15/12/2021 00:00
AVE WARLEY APARECIDO MARTINS 566 - CASA 56 - SOLAR DO BARREIRO - 30670-370 - BELO HORIZONTE - MG;SOLAR DO BARREIRO;2008;57625,52;41,45;41,45;P3;0,003125;CA;RESIDENCIAL;110000;3300;ZE;03/12/2021 13:13
PCA BERNARDO BRASIL TOLENTINO 418 - BLOCO A APT 301 - SILVEIRA - 31140-670 - BELO HORIZONTE - MG;SILVEIRA;1997;1360;272,16;544,32;P4;0,09759;AP;RESIDENCIAL;749999,84;44999,98;ZAP;21/12/2021 13:09
PCA BERNARDO BRASIL TOLENTINO 418 - BLOCO B APT 303 - SILVEIRA - 31140-670 - BELO HORIZONTE - MG;SILVEIRA;1997;1360;251,52;503,04;P4;0,09019;AP;RESIDENCIAL;701164,99;42069,88;ZAP;02/12/2021 09:10
PCA DAS ANDORINHAS 44 - BLOCO 11 CASA 153 - VILA CLORIS - 31744-157 - BELO HORIZONTE - MG;VILA CLORIS;1998;6840;41,57;41,57;P2;0,00608;CA;RESIDENCIAL;145054,32;4351,62;ZAP;20/12/2021 21:53
PCA DEPUTADO RENATO AZEREDO 238 - APT 1001 - SION - 30315-420 - BELO HORIZONTE - MG;SION;2021;1083;236,32;236,32;P4;0,05559;AP;RESIDENCIAL;1146152;34384,56;ZA;07/12/2021 16:20
PCA DEPUTADO RENATO AZEREDO 238 - APT 1101 - SION - 30315-420 - BELO HORIZONTE - MG;SION;2021;1083;236,32;236,32;P4;0,05559;AP;RESIDENCIAL;1146152;34384,56;ZA;07/12/2021 16:32
PCA DEPUTADO RENATO AZEREDO 238 - APT 803 - SION - 30315-420 - BELO HORIZONTE - MG;SION;2021;1083;117,33;117,33;P4;0,0276;AP;RESIDENCIAL;569050,5;17071,51;ZA;20/12/2021 12:55
PCA DEPUTADO RENATO AZEREDO 238 - APT 902 - SION - 30315-420 - BELO HORIZONTE - MG;SION;2021;1083;183,31;183,31;P4;0,04312;AP;RESIDENCIAL;889053,5;26671,6;ZA;14/12/2021 12:16
PCA DEPUTADO RENATO AZEREDO 80 - APT 1501 - SION - 30315-420 - BELO HORIZONTE - MG;SION;1983;1520;214;214;P4;0,029411;AP;RESIDENCIAL;800000;24000;ZA;07/12/2021 16:36
PCA JORNALISTA CICI SANTOS 17 - APT 1001 BLOCO 02 - CASTELO - 31330-296 - BELO HORIZONTE - MG;CASTELO;2013;7654,19;134,51;134,51;P3;0,007298;AP;RESIDENCIAL;535000;16050;ZAR2;06/12/2021 00:00
PCA JORNALISTA CICI SANTOS 17 - APT 202 BLOCO 03 - CASTELO - 31330-296 - BELO HORIZONTE - MG;CASTELO;2013;7654,19;68,24;68,24;P3;0,003703;AP;RESIDENCIAL;245000;7350;ZAR2;30/12/2021 00:00
PCA LEONARDO GUTIERREZ 171 - APT 404 - GUTIERREZ - 30441-090 - BELO HORIZONTE - MG;GUTIERREZ;1976;1174;174,3;697,2;P3;0,0383;AP;RESIDENCIAL;667220,4;40033,22;ZA;28/12/2021 11:40
PCA LEVI COELHO DA ROCHA 9 - APT 203 - BOA VIAGEM - 30190-020 - BELO HORIZONTE - MG;BOA VIAGEM;1969;384;77,34;77,34;P3;0,015227;AP;RESIDENCIAL;320000;9600;ZHIP;17/12/2021 13:44
PCA MANOEL ANTONIO DE CARVALHO 70 - SANTA AMELIA - 31555-285 - BELO HORIZONTE - MG;SANTA AMELIA;2013;633,65;109,94;109,94;P3;0,083982;AP;RESIDENCIAL;321216,3;9636,48;ZAP;06/12/2021 00:00
ROD STAEL MARY BICALHO MOTTA MAGALHAES 345 - APT 506 - BELVEDERE - 30320-760 - BELO HORIZONTE - MG;BELVEDERE;2006;2277;144,5;144,5;P4;0,01182;AP;RESIDENCIAL;535000;16050;ZP3;01/12/2021 11:27
ROD STAEL MARY BICALHO MOTTA MAGALHAES 345 - GARAGE 20 - BELVEDERE - 30320-760 - BELO HORIZONTE - MG;BELVEDERE;2006;2277;9,41;37,64;P4;0,00077;VR;RESIDENCIAL;43318,94;2599,12;ZP3;27/12/2021 10:13
ROD STAEL MARY BICALHO MOTTA MAGALHAES 421 - APT 1114 - BELVEDERE - 30320-760 - BELO HORIZONTE - MG;BELVEDERE;2003;2690,5;72,72;72,72;P4;0,005161;AP;RESIDENCIAL;410140,8;12304,22;ZP3;15/12/2021 09:28
RUA ABADESSA GERTRUDES PRADO 155 - APT 502 - VILA PARIS - 30380-790 - BELO HORIZONTE - MG;VILA PARIS;1988;5206;260;260;P5;0,0153;AP;RESIDENCIAL;1600000;48000;ZAR1;10/12/2021 13:49
RUA ABADIA DOS DOURADOS 240 - MINASLANDIA - 31812-030 - BELO HORIZONTE - MG;MINASLANDIA;1980;300;293;395;P3;1;CA;RESIDENCIAL;800000;72000;ZAR2;07/12/2021 17:05
RUA ABDENAGO LISBOA 20 - BLOCO 2 APT 303 - HELIOPOLIS - 31741-600 - BELO HORIZONTE - MG;HELIOPOLIS;1999;12063,71;64,97;64,97;P2;0,004465;AP;RESIDENCIAL;182769,09;5483,07;ZAP;10/12/2021 11:07
RUA ABELARDO CHACRINHA BARBOSA 330 - TUNEL DE IBIRITE - 30662-750 - BELO HORIZONTE - MG;TUNEL DE IBIRITE;1977;200;262;1048;P3;1;CA;RESIDENCIAL;300000;36000;ZAP;27/12/2021 00:00
RUA ACUCENAS 457 - APT 302 - NOVA SUISSA - 30421-232 - BELO HORIZONTE - MG;NOVA SUISSA;1986;300;47;47;P3;0,0833;AP;RESIDENCIAL;150000;4500;ZAP;23/12/2021 07:28
